Event Number,Longest Track Length (cm),2nd Longest Track Length (cm),3rd Longest Track Length (cm)
3569,688.48,0,0
3570,206.77,0,0
3571,150.57,53.45,0
3572,284.22,0,0
3573,995.16,0,0
3574,130.48,0,0
3575,419.35,0,0
3576,134.36,0,0
3577,920.37,0,0
3578,771.08,0,0
3579,542.02,0,0
3580,322.69,260.39,224.5
3581,131.31,59.17,0
3582,351,332.49,322.08
3583,743.09,0,0
3584,253.3,232.36,174.35
3585,731.47,0,0
3586,96.15,49.17,0
3587,130.23,115.73,0
3588,311.57,296.94,177.95
3589,74.61,0,0
3590,153.51,0,0
3591,433.88,0,0
3592,362.75,240.14,79.13
3593,304.49,0,0
3594,821.87,0,0
3595,276.41,205.69,120.21
3596,111.12,108.23,0
3597,145.66,0,0
3598,140.6,112.6,0
3599,903.92,0,0
3600,758.21,0,0
3601,281.01,97.56,0
3602,380.64,0,0
3603,47.68,0,0
3604,261.59,0,0
3605,86.89,53.17,0
3606,785.52,0,0
3607,280.14,0,0
3608,398.84,99.44,0
3609,67.22,0,0
3610,91.79,0,0
3611,338.31,0,0
3612,315.42,0,0
3613,172.52,0,0
3614,273.14,261.58,199.05
3615,100.62,0,0
3616,99.17,0,0
3617,668.87,0,0
3618,92.01,0,0
3619,388.84,0,0
3620,378.29,341.88,313.66
3621,520.71,0,0
3622,545.53,0,0
3623,550.99,0,0
3624,328.95,0,0
3625,254.43,0,0
3626,624.76,84.81,0
3627,250.29,0,0
3628,562.91,301.18,300.69
3629,162.18,0,0
3630,113.32,0,0
3631,221.3,104.21,0
3632,357.04,132.78,59.69
3633,747.01,150.58,0
3634,381.56,148.54,0
3635,423.21,0,0
3636,608.88,0,0
3637,166.2,119.41,93.19
3638,401.45,259.66,206.25
3639,790.52,0,0
3640,543.64,0,0
3641,783.91,0,0
3642,483.59,0,0
3643,134.77,0,0
3644,529.31,0,0
3645,105.44,0,0
3646,135.3,0,0
3647,126.39,0,0
3648,171.3,158.87,0
3649,91.55,0,0
3650,662.88,0,0
3651,771.63,0,0
3652,281.16,117.06,0
3653,290.69,77.77,0
3654,317.95,0,0
3655,772.59,0,0
3656,223.96,179.99,0
3657,76.83,0,0
3658,826.94,0,0
3659,90.03,0,0
3660,337.22,207.99,165.42
3661,101.76,0,0
3662,694.55,103.14,0
3663,877.25,0,0
3664,118.23,0,0
3665,584.34,0,0
3666,501.83,0,0
3667,89.22,0,0
3668,93.04,0,0
3669,106.59,0,0
3670,430.28,0,0
3671,368.03,137.66,0
3672,651.35,0,0
3673,829.65,0,0
3674,312.7,87.79,0
3675,1077.51,0,0
3676,1032.57,0,0
3677,86.68,0,0
3678,614.94,0,0
3679,246.35,0,0
3680,871.23,0,0
3681,338.33,335.83,325.47
3682,319.79,116.22,0
3683,307,107.77,71.02
3684,112.96,0,0
3685,493.47,380.01,379.64
3686,500.19,0,0
3687,217.31,122.04,0
3688,78.01,0,0
3689,763.05,0,0
3690,484.62,0,0
3691,495.68,0,0
3692,186.19,179.06,166.55
3693,266.55,173.7,164.33
3694,407.12,0,0
3695,102.03,0,0
3696,523.17,155.41,0
3697,138.91,0,0
3698,88.78,45.91,0
3699,75.22,0,0
3700,432.81,318.19,313.89
3701,163.26,0,0
3702,72.38,0,0
3703,258.03,0,0
3704,247.87,0,0
3705,411.08,113.81,0
3706,465.67,0,0
3707,642.8,76.21,0
3708,666.52,0,0
3709,572.51,0,0
3710,676.71,0,0
3711,221.07,56.74,0
3712,1003.21,0,0
3713,358.23,0,0
3714,296.07,205.84,68.46
3715,209.78,55.02,0
3716,174.57,0,0
3717,577.01,0,0
3718,678.21,0,0
3719,208.82,121.65,0
3720,536.82,0,0
3721,918.2,0,0
3722,587.71,0,0
3723,306.51,101.22,0
3724,144.08,0,0
3725,514.72,155.71,0
3726,425.85,88.53,0
3727,236.4,234.25,173.71
3728,204.68,0,0
3729,122,0,0
3730,864.26,0,0
3731,157.93,0,0
3732,566.93,0,0
3733,456.44,0,0
3734,256.21,154.44,133.2
3735,107.78,94.92,0
3736,687.7,72.18,0
3737,335.72,0,0
3738,96.28,0,0
3739,850.88,0,0
3740,731.34,0,0
3741,438.73,0,0
3742,378.16,259.98,213.96
3743,944.49,0,0
3744,1001.89,0,0
3745,444.1,0,0
3746,507.21,448.41,447.4
3747,328.35,0,0
3748,609.66,0,0
3749,118.98,0,0
3750,190.45,0,0
3751,429.94,0,0
3752,705.52,0,0
3753,96.41,0,0
3754,574.93,0,0
3755,488.72,344.28,326.49
3756,881.98,0,0
3757,133.93,102.44,0
3758,347.84,216.08,209.58
3759,106.07,0,0
3760,85.68,0,0
3761,498.88,0,0
3762,100.18,47.51,0
3763,724.73,0,0
3764,789.66,0,0
3765,118.28,0,0
3766,1157.66,66.77,0
3767,161.01,102.62,0
3768,517.52,0,0
3769,479.71,60.27,0
3770,457.85,319.24,292.05
3771,328,0,0
3772,611.79,0,0
3773,143.21,0,0
3774,1231.6,0,0
3775,177.67,0,0
3776,321.38,317.64,306
3777,97.33,0,0
3778,225.61,205.52,189.76
3779,683.46,67.64,0
3780,246.45,0,0
3781,95.13,0,0
3782,451.97,0,0
3783,838.01,0,0
3784,604.54,0,0
3785,266.39,248.02,238.13
3786,145.67,0,0
3787,1022.51,0,0
3788,573.82,0,0
3789,305.36,258.01,215.44
3790,483.71,0,0
3791,572.64,162.3,0
3792,393.53,101.99,0
3793,160.98,0,0
3794,581.42,143.21,0
3795,67.23,0,0
3796,164.81,125.04,114.51
3797,899.06,0,0
3798,209.25,166.95,0
3799,516.8,0,0
3800,295.24,0,0
3801,154.11,146.27,68.22
3802,445.1,0,0
3803,561.78,0,0
3804,593.85,0,0
3805,108.32,0,0
3806,164.92,0,0
3807,271.15,267.06,256.6
3808,394.27,98.23,74.1
3809,130.32,0,0
3810,382.06,367.02,358.29
3811,674.29,332.69,291.29
3812,227.77,67.9,0
3813,112.56,83.5,0
3814,113.35,108.53,0
3815,85.33,0,0
3816,175.96,0,0
3817,578.53,0,0
3818,592.03,0,0
3819,802.4,0,0
3820,245.49,218.13,153.53
3821,497.21,0,0
3822,611.8,0,0
3823,302.16,81.66,0
3824,735.95,0,0
3825,496.89,38.09,0
3826,136.84,0,0
3827,313.57,82.45,0
3828,440.56,323.1,268.95
3829,127.93,0,0
3830,141.11,0,0
3831,84.71,0,0
3832,160.88,0,0
3833,60.4,0,0
3834,440.95,72.53,0
3835,202.91,87.43,0
3836,544.44,0,0
3837,398,0,0
3838,117.24,0,0
3839,250.18,161.02,113.45
3840,284.73,0,0
3841,633.29,0,0
3842,342.43,0,0
3843,209.07,169.31,118.24
3844,912.95,0,0
3845,657.84,0,0
3846,534.57,0,0
3847,122.22,70.94,0
3848,154.04,0,0
3849,678.71,0,0
3850,353.64,0,0
3851,113.07,0,0
3852,749.57,0,0
3853,151.61,49.15,0
3854,112.9,103.78,0
3855,216.8,140.67,122.49
3856,293.74,0,0
3857,299.84,68.18,0
3858,101.76,0,0
3859,410.7,0,0
3860,237.55,209.26,145.22
3861,549.38,0,0
3862,109.21,0,0
3863,581.77,0,0
3864,259.7,81.4,0
3865,755.38,0,0
3866,99.35,69.61,0
3867,741.41,0,0
3868,375.18,353.29,288.42
3869,258.11,204.54,127.81
3870,100.2,0,0
3871,887.5,0,0
3872,302.13,194.05,193.5
3873,278.1,147.38,47.07
3874,963.37,169.03,0
3875,708.65,0,0
3876,341.89,322.36,319.9
3877,106.6,0,0
3878,254.55,132.44,81.91
3879,58.21,43.32,0
3880,337.41,272.97,236.27
3881,220.73,150.78,124.23
3882,478.35,303.71,277.35
3883,143.59,0,0
3884,617.61,0,0
3885,929.19,0,0
3886,701.03,0,0
3887,104.93,0,0
3888,88.16,0,0
3889,428.69,0,0
3890,381.4,152.58,0
3891,343.92,332.34,271.01
3892,635.11,0,0
3893,664.33,0,0
3894,190.25,158.12,119.83
3895,132.13,0,0
3896,903.16,0,0
3897,330.31,0,0
3898,97.8,0,0
3899,794.97,0,0
3900,767.98,0,0
3901,496.72,0,0
3902,674.2,0,0
3903,536.85,0,0
3904,674.55,0,0
3905,91.69,0,0
3906,313.88,181.87,0
3907,503.14,260.64,142.33
3908,950.84,0,0
3909,99.1,0,0
3910,326.09,0,0
3911,301.58,246.43,189.39
3912,1019.31,0,0
3913,114.92,0,0
3914,454.64,0,0
3915,1151.17,0,0
3916,490.34,0,0
3917,626.96,81.17,0
3918,153.76,80.29,0
3919,503.8,0,0
3920,438.47,0,0
3921,249.56,0,0
3922,586.28,0,0
3923,348.52,0,0
3924,636.91,0,0
3925,81.92,0,0
3926,165.22,0,0
3927,171.53,0,0
3928,352.72,0,0
3929,411.53,150.19,0
3930,604.12,0,0
3931,222.73,0,0
3932,312.32,218.28,203.4
3933,82.63,0,0
3934,323.36,310.1,258.7
3935,297.44,112.28,0
3936,157.69,0,0
3937,102.81,0,0
3938,212.38,0,0
3939,421.11,343.53,229.94
3940,94.45,0,0
3941,73.08,0,0
3942,115.08,64.77,0
3943,485.2,0,0
3944,347.25,325.06,241.49
3945,1171.28,0,0
3946,227.55,0,0
3947,268.61,100.41,79.03
3948,656.76,0,0
3949,977.55,0,0
3950,198.2,136.65,0
3951,57.34,0,0
3952,450.84,0,0
3953,620.19,0,0
3954,969.03,0,0
3955,236.69,205.49,203.77
3956,401.8,0,0
3957,231.93,0,0
3958,101.06,0,0
3959,49.1,0,0
3960,139.43,0,0
3961,665.16,0,0
3962,357.86,85.2,0
3963,359.83,338.97,333.48
3964,638.96,0,0
3965,93.44,42.06,0
3966,269.85,66.61,0
3967,125.85,0,0
3968,625.88,0,0
3969,461.19,110.78,0
3970,562.39,0,0
3971,629.7,0,0
3972,223.82,136.56,0
3973,143.76,0,0
3974,258.3,247.22,240.89
3975,759.03,0,0
3976,151.52,0,0
3977,239.11,127.76,0
3978,262.2,218.86,130.78
3979,377.77,0,0
3980,260.89,51.55,0
3981,432.74,0,0
3982,215.02,0,0
3983,628.1,0,0
3984,459.97,0,0
3985,253.21,189.93,0
3986,193.61,143.66,108.57
3987,170.92,0,0
3988,131.97,0,0
3989,864.6,0,0
3990,249.56,0,0
3991,104.33,0,0
3992,424.86,0,0
3993,320.05,58.34,0
3994,327.42,0,0
3995,94.55,0,0
3996,292.14,251.09,167.99
3997,200.18,0,0
3998,317.04,177.87,159.44
3999,107.6,0,0
4000,689.03,0,0
4001,288.88,0,0
4002,39.63,39.27,0
4003,566.56,0,0
4004,62.34,0,0
4005,1024.86,0,0
4006,376.71,0,0
4007,728.39,0,0
4008,143.04,0,0
4009,87.85,0,0
4010,807.88,0,0
4011,595.37,340.05,316.67
4012,109.91,46.3,36.05
4013,379.26,0,0
4014,318.65,0,0
4015,421.25,0,0
4016,117.97,0,0
4017,145.27,0,0
4018,118.45,0,0
4019,920.6,0,0
4020,358.1,95.06,0
4021,704.78,0,0
4022,99.42,0,0
4023,245.87,215.04,188.17
4024,480.44,75.11,0
4025,687.97,0,0
4026,174.04,57.1,0
4027,743.99,0,0
4028,236.51,74.04,0
4029,157.78,0,0
4030,983.32,0,0
4031,216.53,187.18,0
4032,100.49,0,0
4033,637.72,0,0
4034,696.61,0,0
4035,450.14,0,0
4036,633.17,0,0
4037,165.36,0,0
4038,490.86,94.6,0
4039,577.84,0,0
4040,819.78,0,0
4041,194.68,149.99,0
4042,849.26,0,0
4043,569.29,0,0
4044,302.5,0,0
4045,128.53,0,0
4046,413.49,0,0
4047,713.59,0,0
4048,348.42,65.6,0
4049,117.79,0,0
4050,200.94,0,0
4051,282.15,0,0
4052,399.83,387.95,357.41
4053,103.42,77.01,0
4054,1160.69,0,0
4055,1179.79,0,0
4056,669.87,0,0
4057,175.48,170.19,112.45
4058,133.9,63.02,0
4059,573.37,0,0
4060,494.98,0,0
4061,745,0,0
4062,286.39,0,0
4063,295.69,0,0
4064,116.73,0,0
4065,273.4,0,0
4066,685.78,0,0
4067,80.15,71.53,0
4068,95.58,0,0
4069,140.17,0,0
4070,639.63,0,0
4071,973.14,0,0
4072,759.76,0,0
4073,511.45,0,0
4074,92.96,0,0
4075,697.27,115.59,0
4076,276.65,0,0
4077,262.14,0,0
4078,130.63,0,0
4079,815.49,0,0
4080,529.77,0,0
4081,649.54,0,0
4082,376.57,0,0
4083,179.56,176.85,135.29
4084,596.59,0,0
4085,529.73,0,0
4086,625.94,0,0
4087,79.41,0,0
4088,428.63,0,0
4089,499.04,383.69,251.41
4090,63.73,0,0
4091,219.73,162.69,0
4092,217.44,79.01,60.1
4093,536.02,0,0
4094,760.56,42.27,0
4095,674.09,334.41,309.37
4096,320.88,0,0
4097,773.26,0,0
4098,936.95,85.8,81.08
4099,139.63,0,0
4100,694.01,0,0
4101,510.63,0,0
4102,206.48,134.16,0
4103,166.78,90.11,0
4104,558.88,89.39,0
4105,523.47,0,0
4106,98.1,81.31,0
4107,821.59,0,0
4108,503,0,0
4109,530.5,0,0
4110,72.13,0,0
4111,989.98,61.9,0
4112,580.49,0,0
4113,574.54,0,0
4114,198.65,168.44,0
4115,198.59,0,0
4116,351.4,287.05,168.18
4117,779.07,0,0
4118,350.85,251.07,229.36
4119,293.09,0,0
4120,132.25,0,0
4121,102.29,0,0
4122,326.45,0,0
4123,301.15,289.92,256.54
4124,56.91,0,0
4125,1000.45,0,0
4126,397.19,316.26,264.55
4127,776.1,282.11,266.28
4128,164.25,0,0
4129,309.76,239.88,198.67
4130,559.65,0,0
4131,150.69,140.88,0
4132,274.02,0,0
4133,568.57,0,0
4134,637.98,0,0
4135,416.07,0,0
4136,348.68,108.38,0
4137,679.71,78.37,0
4138,503.33,437.59,372.82
4139,390.75,273.42,212.68
4140,236.37,0,0
4141,435.35,133.09,0
4142,325.19,0,0
4143,119.48,0,0
4144,513.81,0,0
4145,141.43,0,0
4146,176.31,0,0
4147,266.71,0,0
4148,567,0,0
4149,156.99,0,0
4150,80.03,0,0
4151,118.16,0,0
4152,258.63,102.82,0
4153,517.47,79.86,0
4154,1003.97,73.75,0
4155,73.36,0,0
4156,737.74,0,0
4157,576.9,0,0
4158,42.65,0,0
4159,181.5,163.32,149.48
4160,437.89,255.88,250.87
4161,253.9,0,0
4162,220.85,0,0
4163,283.14,231.3,194.03
4164,661.58,0,0
4165,301.67,85.44,0
4166,942.54,0,0
4167,285.83,0,0
4168,170.3,0,0
4169,589.11,0,0
4170,123.97,0,0
4171,207.1,129.78,113.22
4172,340.33,334.3,313.48
4173,99.64,0,0
4174,1147.63,0,0
4175,397.09,0,0
4176,692.39,0,0
4177,116.09,0,0
4178,181.47,0,0
4179,966.26,0,0
4180,120.8,0,0
4181,431.85,85.44,0
4182,303.06,0,0
4183,87.46,0,0
4184,179.28,0,0
4185,296.41,112.36,0
4186,104.69,0,0
4187,539.64,0,0
4188,149.27,0,0
4189,94.73,0,0
4190,250.92,0,0
4191,637.63,0,0
4192,195.48,0,0
4193,329.54,183.64,148.06
4194,215.58,0,0
4195,703.2,0,0
4196,278.83,188.02,180.72
4197,911.39,0,0
4198,95.12,77.86,0
4199,441.78,241.14,135.09
4200,480.09,0,0
4201,180.65,154.52,138.45
4202,379.51,0,0
4203,382.42,0,0
4204,418.55,261.71,90.9
4205,604.42,433.12,360.74
4206,220.09,0,0
4207,595.49,80.16,0
4208,486.5,89.52,0
4209,793.89,0,0
4210,45.84,0,0
4211,268.65,159.85,133.54
4212,687.52,0,0
4213,548.05,0,0
4214,184.25,0,0
4215,203.62,102.95,0
4216,370.46,245.27,242.79
4217,152.06,0,0
4218,579.51,75.21,0
4219,1202.61,196.29,167.27
4220,80.97,0,0
4221,413.35,192.35,167.71
4222,178.78,80.12,0
4223,76.18,0,0
4224,82.57,0,0
4225,140.49,0,0
4226,343.65,0,0
4227,502.87,112.43,0
4228,253.12,192.57,168.76
4229,881.06,0,0
4230,710.89,0,0
4231,95.94,0,0
4232,188.28,0,0
4233,76.11,0,0
4234,116.65,0,0
4235,394.25,0,0
4236,69.76,54.43,0
4237,189.37,138.01,87.48
4238,492.61,163.53,0
4239,80.71,0,0
4240,151.11,80.48,0
4241,507.46,0,0
4242,386.27,0,0
4243,118.49,0,0
4244,373.82,333.38,299.29
4245,839.01,0,0
4246,555.99,0,0
4247,301.87,94.58,77.61
4248,348.07,0,0
4249,796.46,0,0
4250,335.35,267.44,176.34
4251,211.54,165.32,158.94
4252,739.39,0,0
4253,618.46,0,0
4254,163.12,0,0
4255,177.48,0,0
4256,268.03,0,0
4257,531.59,106.72,0
4258,213.24,63.44,0
4259,105.41,0,0
4260,176.08,0,0
4261,649.06,0,0
4262,113.95,0,0
4263,206.84,0,0
4264,283.43,40.85,0
4265,345.7,0,0
4266,695.82,0,0
4267,266.97,144.29,140.7
4268,951.31,0,0
4269,229.87,165.61,106.11
4270,377.64,320.5,244.55
4271,895.74,0,0
4272,94.41,0,0
4273,155.85,0,0
4274,247.71,206.21,197.85
4275,408.32,393.9,217.24
4276,491.2,0,0
4277,324.24,0,0
4278,798.45,0,0
4279,258.97,0,0
4280,618.29,0,0
4281,63.11,0,0
4282,213.75,213.46,0
4283,93.62,0,0
4284,217.63,161.27,145.26
4285,138.8,0,0
4286,268.54,149.53,0
4287,60.43,0,0
4288,881.85,0,0
4289,313.66,253.85,180.24
4290,293.77,205.83,200.44
4291,147.33,0,0
4292,87.11,0,0
4293,854.22,0,0
4294,347.83,0,0
4295,410.64,344.43,331.87
4296,519.44,0,0
4297,140.73,0,0
4298,110.06,0,0
4299,642.85,0,0
4300,259.95,0,0
4301,93.67,0,0
4302,542.41,0,0
4303,483.36,0,0
4304,164.28,0,0
4305,165.23,0,0
4306,160.65,0,0
4307,98.05,75.58,0
4308,467.56,165.44,61.51
4309,789.95,0,0
4310,568.6,0,0
4311,159.02,0,0
4312,1070.44,0,0
4313,127,0,0
4314,577.36,0,0
4315,386.94,199.84,182.42
4316,198.21,0,0
4317,711.99,0,0
4318,399.18,0,0
4319,220.3,119.41,0
4320,466.12,166.74,67.18
4321,194.21,107.6,0
4322,54.85,0,0
4323,255.38,0,0
4324,860.97,0,0
4325,659.26,0,0
4326,749.59,0,0
4327,671.59,0,0
4328,241.96,0,0
4329,696.48,0,0
4330,245.03,76.38,0
4331,206.47,67.15,0
4332,121.38,55.45,0
4333,92.3,0,0
4334,350.4,318.52,298.81
4335,126.78,0,0
4336,403.56,238.53,225.53
4337,247.18,0,0
4338,478.21,0,0
4339,779.18,0,0
4340,968.66,0,0
4341,134.82,0,0
4342,378.76,0,0
4343,232.3,0,0
4344,377.86,0,0
4345,353.15,0,0
4346,85.56,0,0
4347,221.87,106.77,0
4348,627.74,0,0
4349,336.81,0,0
4350,573.09,122.88,0
4351,742.28,0,0
4352,109.42,0,0
4353,117.91,0,0
4354,615.12,137.66,0
4355,420.73,89.89,0
4356,64.81,0,0
4357,72.21,0,0
4358,140.39,0,0
4359,224.42,99.2,0
4360,557.9,0,0
4361,87.05,0,0
4362,434.91,0,0
4363,717.59,0,0
4364,249.43,0,0
4365,58.71,0,0
4366,637.08,0,0
4367,160.1,0,0
4368,181.64,0,0
4369,699.38,84.38,0
4370,422.56,0,0
4371,71.02,60.8,0
4372,163.21,0,0
4373,327.52,282.87,237.34
4374,75.19,0,0
4375,539.5,0,0
4376,247.19,186.52,145.46
4377,441.66,353.63,227.62
4378,485.48,0,0
4379,218.9,0,0
4380,323.21,303.33,232.91
4381,373.18,158.13,155.03
4382,113.55,75.76,0
4383,160.64,76.1,58.11
4384,1078.34,0,0
4385,457.66,175.63,0
4386,100.06,0,0
4387,797.55,0,0
4388,541.62,0,0
4389,490.38,0,0
4390,72.85,0,0
4391,220.29,0,0
4392,497.54,404.9,274.12
4393,567.56,301.12,217.98
4394,253.46,0,0
4395,314.34,136.98,129.29
4396,425.91,170.89,97.62
4397,528.77,0,0
4398,191.58,0,0
4399,116.5,0,0
4400,282.82,146.77,143.36
4401,354.39,282.6,261.66
4402,425.74,0,0
4403,193.23,0,0
4404,374.27,0,0
4405,369.34,367.78,245.22
4406,780.55,0,0
4407,584.28,86.16,0
4408,275.48,0,0
4409,659.7,0,0
4410,311.78,191.59,0
4411,578.69,0,0
4412,709.83,0,0
4413,258.93,227.47,220.21
4414,131.15,0,0
4415,60.1,0,0
4416,424.97,70.27,0
4417,155.3,100.25,0
4418,469.42,292.73,189.89
4419,562.44,139.52,95.83
4420,248.65,0,0
4421,229.83,126.94,0
4422,154.11,88.96,65.83
4423,115.95,0,0
4424,1290.65,99.53,0
4425,252.29,66.59,0
4426,962.94,0,0
4427,228.93,188.69,188.05
4428,90.97,0,0
4429,341.78,0,0
4430,514.5,152.25,56.44
4431,278.23,0,0
4432,399.38,398.42,314.65
4433,481.25,477.6,367.07
4434,918.67,0,0
4435,264.34,0,0
4436,1114.67,0,0
4437,85.46,0,0
4438,602.89,0,0
4439,81.28,0,0
4440,270.57,262.98,239.17
4441,305.08,265.25,96.43
4442,895.45,0,0
4443,382.78,0,0
4444,209.47,0,0
4445,366.13,295.83,227.52
4446,216.37,142.99,101.73
4447,132.23,110.04,0
4448,574.76,0,0
4449,191.44,0,0
4450,659.9,0,0
4451,631.19,0,0
4452,121.87,0,0
4453,1345.19,0,0
4454,179.74,0,0
4455,703.57,0,0
4456,115.18,0,0
4457,503.19,101.83,0
4458,384.31,104.79,99.38
4459,182.86,111.61,77.29
4460,150.81,0,0
4461,590.16,0,0
4462,256.03,48.17,0
4463,690.26,142.06,0
4464,82.58,0,0
4465,155.43,98.19,0
4466,392.96,160.25,154.61
4467,63.41,0,0
4468,532.58,69.45,0
4469,479.88,214.33,0
4470,157.07,56.33,0
4471,145.32,0,0
4472,709.58,0,0
4473,216.17,199.47,155.8
4474,1106.96,0,0
4475,898.78,171.38,0
4476,118.69,0,0
4477,501.62,0,0
4478,423.4,417.94,125.87
4479,146.36,0,0
4480,1204.99,0,0
4481,388.11,0,0
4482,458.14,40.16,0
4483,154.36,0,0
4484,203,183.35,85.8
4485,390.68,333.4,265.07
4486,153.5,0,0
4487,443.07,0,0
4488,329.52,303.34,140.26
4489,280.69,214.44,113.6
4490,176.72,0,0
4491,328.66,314.82,304.27
4492,255.93,141.84,133.68
4493,349.76,0,0
4494,294.98,285.36,251.25
4495,633.08,0,0
4496,71.1,0,0
4497,96.08,0,0
4498,436.38,78.25,0
4499,460.09,207.07,204.06
4500,363.65,144.55,0
4501,176.06,89.55,0
4502,184.78,0,0
4503,424.32,0,0
4504,590.32,0,0
4505,653.14,0,0
4506,638.43,464.63,223.86
4507,609.13,0,0
4508,76.82,0,0
4509,86.34,0,0
4510,400.26,354.86,347.52
4511,93.08,0,0
4512,356.5,94.12,0
4513,765.97,0,0
4514,989.49,0,0
4515,391.08,0,0
4516,919.24,0,0
4517,905.1,0,0
4518,95.23,0,0
4519,416.85,66.98,0
4520,273.14,0,0
4521,748.38,0,0
4522,542.28,0,0
4523,889.29,0,0
4524,123.3,0,0
4525,182.7,150.13,124.87
4526,238.17,0,0
4527,217.8,0,0
4528,407.33,0,0
4529,348.83,0,0
4530,578.37,0,0
4531,503.53,72.67,0
4532,356.83,271.18,156.16
4533,973.14,0,0
4534,158.79,0,0
4535,389,378.49,334.56
4536,418.16,0,0
4537,325.6,0,0
4538,325.46,0,0
4539,596.14,0,0
4540,211.79,0,0
4541,416.62,355.31,199.8
4542,338.52,0,0
4543,485.68,461.68,336.77
4544,442.21,0,0
4545,335.86,174.35,160.14
4546,183.65,149.34,0
4547,169.01,0,0
4548,614.39,112.03,0
4549,639.63,0,0
4550,197.93,0,0
4551,171.48,0,0
4552,699.36,0,0
4553,690.72,0,0
4554,414.33,334.18,307.67
4555,337.91,172.43,0
4556,361.88,0,0
4557,428.28,0,0
4558,853.07,0,0
4559,221.13,77.26,0
4560,316.55,200,147.08
4561,322.72,166.28,148.28
4562,184.03,0,0
4563,501.12,0,0
4564,789.68,0,0
4565,585.31,0,0
4566,97.71,0,0
4567,62.36,0,0
4568,617.68,0,0
4569,270.9,137.28,99.88
4570,60.72,0,0
4571,395.79,331.28,296.13
4572,58.24,0,0
4573,524.9,52.45,0
4574,509.57,283.31,0
4575,144.49,0,0
4576,171.34,0,0
4577,428.39,0,0
4578,433.12,0,0
4579,106.14,0,0
4580,535.64,421.99,157.77
4581,347.85,0,0
4582,707.99,0,0
4583,269.44,0,0
4584,104.47,0,0
4585,388.16,0,0
4586,94.97,0,0
4587,98.83,64.9,0
4588,660.74,0,0
4589,196.7,161.21,63.29
4590,89.64,0,0
4591,311.85,122.95,111.84
4592,600.41,0,0
4593,148.34,0,0
4594,182.76,125.01,0
4595,147.39,115.92,0
4596,59.41,0,0
4597,548.04,81.48,0
4598,520.38,0,0
4599,391.91,306.47,284.56
4600,136.69,0,0
4601,122.43,0,0
4602,154.65,75.87,0
4603,486.29,0,0
4604,446.05,129.87,71.27
4605,194.88,0,0
4606,542.49,0,0
4607,598.82,0,0
4608,235.75,0,0
4609,976.85,0,0
4610,553.93,501.22,412.88
4611,498.11,0,0
4612,458.47,0,0
4613,400.44,0,0
4614,224.49,131.35,116.52
4615,116.95,0,0
4616,186.37,0,0
4617,102.63,0,0
4618,376.74,0,0
4619,186.42,0,0
4620,451.79,0,0
4621,300.81,294.17,170.99
4622,441.94,0,0
4623,193.57,0,0
4624,72.55,0,0
4625,323.02,275.5,170.8
4626,139.16,0,0
4627,242.18,0,0
4628,115.51,0,0
4629,137.32,73.15,0
4630,473.4,74.53,0
4631,160.99,0,0
4632,433.46,0,0
4633,824.72,0,0
4634,454.62,0,0
4635,126.84,91.23,0
4636,133.03,0,0
4637,204.55,0,0
4638,132.52,0,0
4639,251.47,103.87,0
4640,204.29,94.54,0
4641,195.67,118.68,67.36
4642,817.22,0,0
4643,434.07,0,0
4644,738.13,0,0
4645,506.76,0,0
4646,678.27,0,0
4647,81.2,0,0
4648,304.8,0,0
4649,400.71,0,0
4650,534.16,467.41,384.43
4651,288.45,97.15,0
4652,221.15,142.99,0
4653,86.71,0,0
4654,175.89,94.74,0
4655,156.73,0,0
4656,487.07,0,0
4657,252.01,76.7,0
4658,223.24,0,0
4659,98.59,77.12,0
4660,514.49,0,0
4661,196.53,117.65,98
4662,48.99,0,0
4663,283.35,0,0
4664,507.83,60.69,0
4665,374.91,231.35,217.31
4666,838.37,0,0
4667,823.52,416.73,149.93
4668,305.52,0,0
4669,147.77,0,0
4670,218.72,0,0
4671,129.43,0,0
4672,273.64,0,0
4673,131.31,0,0
4674,540.43,0,0
4675,125.6,0,0
4676,714.13,0,0
4677,268.61,165.03,154.31
4678,579.15,0,0
4679,774.09,0,0
4680,599.34,0,0
4681,715.9,0,0
4682,410.75,387.73,387.17
4683,107.69,0,0
4684,121.17,91.88,0
4685,99.26,0,0
4686,1090.53,0,0
4687,438.02,308.77,302.17
4688,269.63,244.08,175.15
4689,83.53,0,0
4690,60.21,0,0
4691,802.27,0,0
4692,311.8,0,0
4693,800.37,0,0
4694,144.82,128.27,0
4695,75.74,0,0
4696,237.21,99.21,0
4697,326.87,270.02,222.79
4698,87.56,0,0
4699,813.53,0,0
4700,403.66,0,0
4701,381.35,304.16,0
4702,80.28,73.64,0
4703,813.58,0,0
4704,836.93,0,0
4705,211.93,171.73,0
4706,206.51,126.94,0
4707,508.06,73.09,0
4708,382.79,0,0
4709,479.18,230.53,148.44
4710,81.06,0,0
4711,592.62,0,0
4712,850.99,0,0
4713,576.62,0,0
4714,150.05,0,0
4715,517.88,0,0
4716,264.91,224.33,192.83
4717,153.49,0,0
4718,608.29,0,0
4719,127.33,62.01,0
4720,177.08,0,0
4721,180.91,0,0
4722,331.48,321.03,232.75
4723,854.83,0,0
4724,1024.08,151.99,0
4725,128.31,114.76,34.29
4726,100.38,0,0
4727,181.12,177.6,158.43
4728,179.13,0,0
4729,296.66,269.93,159.65
